,COCYR
25980,"Did not use in the past year (IRCOCRC = 3,9)"
25981,"Did not use in the past year (IRCOCRC = 3,9)"
25982,"Did not use in the past year (IRCOCRC = 3,9)"
25983,"Did not use in the past year (IRCOCRC = 3,9)"
25984,"Did not use in the past year (IRCOCRC = 3,9)"
25985,"Did not use in the past year (IRCOCRC = 3,9)"
25986,"Did not use in the past year (IRCOCRC = 3,9)"
25987,"Did not use in the past year (IRCOCRC = 3,9)"
25988,"Did not use in the past year (IRCOCRC = 3,9)"
25989,"Did not use in the past year (IRCOCRC = 3,9)"
25990,"Did not use in the past year (IRCOCRC = 3,9)"
25991,"Did not use in the past year (IRCOCRC = 3,9)"
25992,"Did not use in the past year (IRCOCRC = 3,9)"
25993,"Did not use in the past year (IRCOCRC = 3,9)"
25994,"Did not use in the past year (IRCOCRC = 3,9)"
25995,"Did not use in the past year (IRCOCRC = 3,9)"
25996,"Did not use in the past year (IRCOCRC = 3,9)"
25997,"Did not use in the past year (IRCOCRC = 3,9)"
25998,"Did not use in the past year (IRCOCRC = 3,9)"
25999,"Did not use in the past year (IRCOCRC = 3,9)"
26000,"Did not use in the past year (IRCOCRC = 3,9)"
26001,"Did not use in the past year (IRCOCRC = 3,9)"
26002,"Did not use in the past year (IRCOCRC = 3,9)"
26003,"Did not use in the past year (IRCOCRC = 3,9)"
26004,"Did not use in the past year (IRCOCRC = 3,9)"
26005,"Did not use in the past year (IRCOCRC = 3,9)"
26006,"Did not use in the past year (IRCOCRC = 3,9)"
26007,"Did not use in the past year (IRCOCRC = 3,9)"
26008,"Did not use in the past year (IRCOCRC = 3,9)"
26009,"Did not use in the past year (IRCOCRC = 3,9)"
26010,"Did not use in the past year (IRCOCRC = 3,9)"
26011,"Did not use in the past year (IRCOCRC = 3,9)"
26012,"Did not use in the past year (IRCOCRC = 3,9)"
26013,"Did not use in the past year (IRCOCRC = 3,9)"
26014,"Did not use in the past year (IRCOCRC = 3,9)"
26015,"Did not use in the past year (IRCOCRC = 3,9)"
26016,"Did not use in the past year (IRCOCRC = 3,9)"
26017,"Did not use in the past year (IRCOCRC = 3,9)"
26018,"Did not use in the past year (IRCOCRC = 3,9)"
26019,"Did not use in the past year (IRCOCRC = 3,9)"
26020,"Did not use in the past year (IRCOCRC = 3,9)"
26021,"Did not use in the past year (IRCOCRC = 3,9)"
26022,"Did not use in the past year (IRCOCRC = 3,9)"
26023,"Did not use in the past year (IRCOCRC = 3,9)"
26024,"Did not use in the past year (IRCOCRC = 3,9)"
26025,"Did not use in the past year (IRCOCRC = 3,9)"
26026,"Did not use in the past year (IRCOCRC = 3,9)"
26027,"Did not use in the past year (IRCOCRC = 3,9)"
26028,"Did not use in the past year (IRCOCRC = 3,9)"
26029,"Did not use in the past year (IRCOCRC = 3,9)"
26030,"Did not use in the past year (IRCOCRC = 3,9)"
26031,"Did not use in the past year (IRCOCRC = 3,9)"
26032,"Did not use in the past year (IRCOCRC = 3,9)"
26033,"Did not use in the past year (IRCOCRC = 3,9)"
26034,"Did not use in the past year (IRCOCRC = 3,9)"
26035,"Did not use in the past year (IRCOCRC = 3,9)"
26036,"Did not use in the past year (IRCOCRC = 3,9)"
26037,"Did not use in the past year (IRCOCRC = 3,9)"
26038,"Did not use in the past year (IRCOCRC = 3,9)"
26039,"Did not use in the past year (IRCOCRC = 3,9)"
26040,"Did not use in the past year (IRCOCRC = 3,9)"
26041,"Did not use in the past year (IRCOCRC = 3,9)"
26042,"Did not use in the past year (IRCOCRC = 3,9)"
26043,"Did not use in the past year (IRCOCRC = 3,9)"
26044,"Did not use in the past year (IRCOCRC = 3,9)"
26045,"Did not use in the past year (IRCOCRC = 3,9)"
26046,"Did not use in the past year (IRCOCRC = 3,9)"
26047,"Did not use in the past year (IRCOCRC = 3,9)"
26048,"Did not use in the past year (IRCOCRC = 3,9)"
26049,"Did not use in the past year (IRCOCRC = 3,9)"
26050,"Did not use in the past year (IRCOCRC = 3,9)"
26051,"Did not use in the past year (IRCOCRC = 3,9)"
26052,"Did not use in the past year (IRCOCRC = 3,9)"
26053,"Did not use in the past year (IRCOCRC = 3,9)"
26054,"Did not use in the past year (IRCOCRC = 3,9)"
26055,"Did not use in the past year (IRCOCRC = 3,9)"
26056,"Did not use in the past year (IRCOCRC = 3,9)"
26057,"Did not use in the past year (IRCOCRC = 3,9)"
26058,"Did not use in the past year (IRCOCRC = 3,9)"
26059,"Did not use in the past year (IRCOCRC = 3,9)"
26060,"Did not use in the past year (IRCOCRC = 3,9)"
26061,"Did not use in the past year (IRCOCRC = 3,9)"
26062,"Did not use in the past year (IRCOCRC = 3,9)"
26063,"Did not use in the past year (IRCOCRC = 3,9)"
26064,"Did not use in the past year (IRCOCRC = 3,9)"
26065,"Did not use in the past year (IRCOCRC = 3,9)"
26066,"Did not use in the past year (IRCOCRC = 3,9)"
26067,"Did not use in the past year (IRCOCRC = 3,9)"
26068,"Did not use in the past year (IRCOCRC = 3,9)"
26069,"Did not use in the past year (IRCOCRC = 3,9)"
26070,"Did not use in the past year (IRCOCRC = 3,9)"
26071,"Did not use in the past year (IRCOCRC = 3,9)"
26072,"Did not use in the past year (IRCOCRC = 3,9)"
26073,"Did not use in the past year (IRCOCRC = 3,9)"
26074,"Did not use in the past year (IRCOCRC = 3,9)"
26075,"Did not use in the past year (IRCOCRC = 3,9)"
26076,"Did not use in the past year (IRCOCRC = 3,9)"
26077,"Did not use in the past year (IRCOCRC = 3,9)"
26078,"Did not use in the past year (IRCOCRC = 3,9)"
26079,"Did not use in the past year (IRCOCRC = 3,9)"
26080,"Did not use in the past year (IRCOCRC = 3,9)"
26081,"Did not use in the past year (IRCOCRC = 3,9)"
26082,"Did not use in the past year (IRCOCRC = 3,9)"
26083,"Did not use in the past year (IRCOCRC = 3,9)"
26084,"Did not use in the past year (IRCOCRC = 3,9)"
26085,"Did not use in the past year (IRCOCRC = 3,9)"
26086,"Did not use in the past year (IRCOCRC = 3,9)"
26087,"Did not use in the past year (IRCOCRC = 3,9)"
26088,"Did not use in the past year (IRCOCRC = 3,9)"
26089,"Did not use in the past year (IRCOCRC = 3,9)"
26090,"Did not use in the past year (IRCOCRC = 3,9)"
26091,"Did not use in the past year (IRCOCRC = 3,9)"
26092,"Did not use in the past year (IRCOCRC = 3,9)"
26093,"Did not use in the past year (IRCOCRC = 3,9)"
26094,"Did not use in the past year (IRCOCRC = 3,9)"
26095,"Did not use in the past year (IRCOCRC = 3,9)"
26096,"Did not use in the past year (IRCOCRC = 3,9)"
26097,"Did not use in the past year (IRCOCRC = 3,9)"
26098,"Did not use in the past year (IRCOCRC = 3,9)"
26099,"Did not use in the past year (IRCOCRC = 3,9)"
26100,"Used within the past year (IRCOCRC = 1,2)"
26101,"Did not use in the past year (IRCOCRC = 3,9)"
26102,"Did not use in the past year (IRCOCRC = 3,9)"
26103,"Used within the past year (IRCOCRC = 1,2)"
26104,"Did not use in the past year (IRCOCRC = 3,9)"
26105,"Did not use in the past year (IRCOCRC = 3,9)"
26106,"Did not use in the past year (IRCOCRC = 3,9)"
26107,"Did not use in the past year (IRCOCRC = 3,9)"
26108,"Did not use in the past year (IRCOCRC = 3,9)"
26109,"Did not use in the past year (IRCOCRC = 3,9)"
26110,"Did not use in the past year (IRCOCRC = 3,9)"
26111,"Did not use in the past year (IRCOCRC = 3,9)"
26112,"Did not use in the past year (IRCOCRC = 3,9)"
26113,"Did not use in the past year (IRCOCRC = 3,9)"
26114,"Did not use in the past year (IRCOCRC = 3,9)"
26115,"Did not use in the past year (IRCOCRC = 3,9)"
26116,"Did not use in the past year (IRCOCRC = 3,9)"
26117,"Did not use in the past year (IRCOCRC = 3,9)"
26118,"Did not use in the past year (IRCOCRC = 3,9)"
26119,"Did not use in the past year (IRCOCRC = 3,9)"
26120,"Did not use in the past year (IRCOCRC = 3,9)"
26121,"Did not use in the past year (IRCOCRC = 3,9)"
26122,"Did not use in the past year (IRCOCRC = 3,9)"
26123,"Did not use in the past year (IRCOCRC = 3,9)"
26124,"Did not use in the past year (IRCOCRC = 3,9)"
26125,"Did not use in the past year (IRCOCRC = 3,9)"
26126,"Did not use in the past year (IRCOCRC = 3,9)"
26127,"Did not use in the past year (IRCOCRC = 3,9)"
26128,"Did not use in the past year (IRCOCRC = 3,9)"
26129,"Did not use in the past year (IRCOCRC = 3,9)"
26130,"Did not use in the past year (IRCOCRC = 3,9)"
26131,"Did not use in the past year (IRCOCRC = 3,9)"
26132,"Did not use in the past year (IRCOCRC = 3,9)"
26133,"Did not use in the past year (IRCOCRC = 3,9)"
26134,"Did not use in the past year (IRCOCRC = 3,9)"
26135,"Did not use in the past year (IRCOCRC = 3,9)"
26136,"Did not use in the past year (IRCOCRC = 3,9)"
26137,"Did not use in the past year (IRCOCRC = 3,9)"
26138,"Used within the past year (IRCOCRC = 1,2)"
26139,"Did not use in the past year (IRCOCRC = 3,9)"
26140,"Did not use in the past year (IRCOCRC = 3,9)"
26141,"Did not use in the past year (IRCOCRC = 3,9)"
26142,"Did not use in the past year (IRCOCRC = 3,9)"
26143,"Did not use in the past year (IRCOCRC = 3,9)"
26144,"Did not use in the past year (IRCOCRC = 3,9)"
26145,"Did not use in the past year (IRCOCRC = 3,9)"
26146,"Did not use in the past year (IRCOCRC = 3,9)"
26147,"Did not use in the past year (IRCOCRC = 3,9)"
26148,"Did not use in the past year (IRCOCRC = 3,9)"
26149,"Did not use in the past year (IRCOCRC = 3,9)"
26150,"Did not use in the past year (IRCOCRC = 3,9)"
26151,"Used within the past year (IRCOCRC = 1,2)"
26152,"Did not use in the past year (IRCOCRC = 3,9)"
26153,"Did not use in the past year (IRCOCRC = 3,9)"
26154,"Did not use in the past year (IRCOCRC = 3,9)"
26155,"Did not use in the past year (IRCOCRC = 3,9)"
26156,"Did not use in the past year (IRCOCRC = 3,9)"
26157,"Did not use in the past year (IRCOCRC = 3,9)"
26158,"Did not use in the past year (IRCOCRC = 3,9)"
26159,"Did not use in the past year (IRCOCRC = 3,9)"
26160,"Did not use in the past year (IRCOCRC = 3,9)"
26161,"Did not use in the past year (IRCOCRC = 3,9)"
26162,"Did not use in the past year (IRCOCRC = 3,9)"
26163,"Did not use in the past year (IRCOCRC = 3,9)"
26164,"Did not use in the past year (IRCOCRC = 3,9)"
26165,"Did not use in the past year (IRCOCRC = 3,9)"
26166,"Did not use in the past year (IRCOCRC = 3,9)"
26167,"Did not use in the past year (IRCOCRC = 3,9)"
26168,"Did not use in the past year (IRCOCRC = 3,9)"
26169,"Used within the past year (IRCOCRC = 1,2)"
26170,"Did not use in the past year (IRCOCRC = 3,9)"
26171,"Did not use in the past year (IRCOCRC = 3,9)"
26172,"Did not use in the past year (IRCOCRC = 3,9)"
26173,"Did not use in the past year (IRCOCRC = 3,9)"
26174,"Did not use in the past year (IRCOCRC = 3,9)"
26175,"Did not use in the past year (IRCOCRC = 3,9)"
26176,"Did not use in the past year (IRCOCRC = 3,9)"
26177,"Did not use in the past year (IRCOCRC = 3,9)"
26178,"Did not use in the past year (IRCOCRC = 3,9)"
26179,"Did not use in the past year (IRCOCRC = 3,9)"
26180,"Did not use in the past year (IRCOCRC = 3,9)"
26181,"Did not use in the past year (IRCOCRC = 3,9)"
26182,"Did not use in the past year (IRCOCRC = 3,9)"
26183,"Did not use in the past year (IRCOCRC = 3,9)"
26184,"Did not use in the past year (IRCOCRC = 3,9)"
26185,"Did not use in the past year (IRCOCRC = 3,9)"
26186,"Did not use in the past year (IRCOCRC = 3,9)"
26187,"Did not use in the past year (IRCOCRC = 3,9)"
26188,"Did not use in the past year (IRCOCRC = 3,9)"
26189,"Did not use in the past year (IRCOCRC = 3,9)"
26190,"Did not use in the past year (IRCOCRC = 3,9)"
26191,"Did not use in the past year (IRCOCRC = 3,9)"
26192,"Did not use in the past year (IRCOCRC = 3,9)"
26193,"Did not use in the past year (IRCOCRC = 3,9)"
26194,"Did not use in the past year (IRCOCRC = 3,9)"
26195,"Did not use in the past year (IRCOCRC = 3,9)"
26196,"Did not use in the past year (IRCOCRC = 3,9)"
26197,"Did not use in the past year (IRCOCRC = 3,9)"
26198,"Did not use in the past year (IRCOCRC = 3,9)"
26199,"Did not use in the past year (IRCOCRC = 3,9)"
26200,"Did not use in the past year (IRCOCRC = 3,9)"
26201,"Did not use in the past year (IRCOCRC = 3,9)"
26202,"Did not use in the past year (IRCOCRC = 3,9)"
26203,"Did not use in the past year (IRCOCRC = 3,9)"
26204,"Did not use in the past year (IRCOCRC = 3,9)"
26205,"Did not use in the past year (IRCOCRC = 3,9)"
26206,"Used within the past year (IRCOCRC = 1,2)"
26207,"Did not use in the past year (IRCOCRC = 3,9)"
26208,"Did not use in the past year (IRCOCRC = 3,9)"
26209,"Did not use in the past year (IRCOCRC = 3,9)"
26210,"Used within the past year (IRCOCRC = 1,2)"
26211,"Did not use in the past year (IRCOCRC = 3,9)"
26212,"Did not use in the past year (IRCOCRC = 3,9)"
26213,"Did not use in the past year (IRCOCRC = 3,9)"
26214,"Did not use in the past year (IRCOCRC = 3,9)"
26215,"Did not use in the past year (IRCOCRC = 3,9)"
26216,"Did not use in the past year (IRCOCRC = 3,9)"
26217,"Did not use in the past year (IRCOCRC = 3,9)"
26218,"Did not use in the past year (IRCOCRC = 3,9)"
26219,"Did not use in the past year (IRCOCRC = 3,9)"
26220,"Did not use in the past year (IRCOCRC = 3,9)"
26221,"Did not use in the past year (IRCOCRC = 3,9)"
26222,"Did not use in the past year (IRCOCRC = 3,9)"
26223,"Did not use in the past year (IRCOCRC = 3,9)"
26224,"Did not use in the past year (IRCOCRC = 3,9)"
26225,"Did not use in the past year (IRCOCRC = 3,9)"
26226,"Did not use in the past year (IRCOCRC = 3,9)"
26227,"Did not use in the past year (IRCOCRC = 3,9)"
26228,"Did not use in the past year (IRCOCRC = 3,9)"
26229,"Used within the past year (IRCOCRC = 1,2)"
26230,"Did not use in the past year (IRCOCRC = 3,9)"
26231,"Did not use in the past year (IRCOCRC = 3,9)"
26232,"Did not use in the past year (IRCOCRC = 3,9)"
26233,"Did not use in the past year (IRCOCRC = 3,9)"
26234,"Did not use in the past year (IRCOCRC = 3,9)"
26235,"Did not use in the past year (IRCOCRC = 3,9)"
26236,"Did not use in the past year (IRCOCRC = 3,9)"
26237,"Did not use in the past year (IRCOCRC = 3,9)"
26238,"Did not use in the past year (IRCOCRC = 3,9)"
26239,"Did not use in the past year (IRCOCRC = 3,9)"
26240,"Did not use in the past year (IRCOCRC = 3,9)"
26241,"Did not use in the past year (IRCOCRC = 3,9)"
26242,"Did not use in the past year (IRCOCRC = 3,9)"
26243,"Did not use in the past year (IRCOCRC = 3,9)"
26244,"Did not use in the past year (IRCOCRC = 3,9)"
26245,"Did not use in the past year (IRCOCRC = 3,9)"
26246,"Did not use in the past year (IRCOCRC = 3,9)"
26247,"Did not use in the past year (IRCOCRC = 3,9)"
26248,"Did not use in the past year (IRCOCRC = 3,9)"
26249,"Did not use in the past year (IRCOCRC = 3,9)"
26250,"Did not use in the past year (IRCOCRC = 3,9)"
26251,"Did not use in the past year (IRCOCRC = 3,9)"
26252,"Did not use in the past year (IRCOCRC = 3,9)"
26253,"Did not use in the past year (IRCOCRC = 3,9)"
26254,"Did not use in the past year (IRCOCRC = 3,9)"
26255,"Did not use in the past year (IRCOCRC = 3,9)"
26256,"Did not use in the past year (IRCOCRC = 3,9)"
26257,"Did not use in the past year (IRCOCRC = 3,9)"
26258,"Did not use in the past year (IRCOCRC = 3,9)"
26259,"Did not use in the past year (IRCOCRC = 3,9)"
26260,"Did not use in the past year (IRCOCRC = 3,9)"
26261,"Did not use in the past year (IRCOCRC = 3,9)"
26262,"Did not use in the past year (IRCOCRC = 3,9)"
26263,"Did not use in the past year (IRCOCRC = 3,9)"
26264,"Did not use in the past year (IRCOCRC = 3,9)"
26265,"Did not use in the past year (IRCOCRC = 3,9)"
26266,"Did not use in the past year (IRCOCRC = 3,9)"
26267,"Did not use in the past year (IRCOCRC = 3,9)"
26268,"Did not use in the past year (IRCOCRC = 3,9)"
26269,"Did not use in the past year (IRCOCRC = 3,9)"
26270,"Did not use in the past year (IRCOCRC = 3,9)"
26271,"Did not use in the past year (IRCOCRC = 3,9)"
26272,"Did not use in the past year (IRCOCRC = 3,9)"
26273,"Did not use in the past year (IRCOCRC = 3,9)"
26274,"Did not use in the past year (IRCOCRC = 3,9)"
26275,"Used within the past year (IRCOCRC = 1,2)"
26276,"Did not use in the past year (IRCOCRC = 3,9)"
26277,"Did not use in the past year (IRCOCRC = 3,9)"
26278,"Did not use in the past year (IRCOCRC = 3,9)"
26279,"Did not use in the past year (IRCOCRC = 3,9)"
26280,"Did not use in the past year (IRCOCRC = 3,9)"
26281,"Did not use in the past year (IRCOCRC = 3,9)"
26282,"Did not use in the past year (IRCOCRC = 3,9)"
26283,"Did not use in the past year (IRCOCRC = 3,9)"
26284,"Did not use in the past year (IRCOCRC = 3,9)"
26285,"Did not use in the past year (IRCOCRC = 3,9)"
26286,"Did not use in the past year (IRCOCRC = 3,9)"
26287,"Did not use in the past year (IRCOCRC = 3,9)"
26288,"Did not use in the past year (IRCOCRC = 3,9)"
26289,"Did not use in the past year (IRCOCRC = 3,9)"
26290,"Did not use in the past year (IRCOCRC = 3,9)"
26291,"Did not use in the past year (IRCOCRC = 3,9)"
26292,"Did not use in the past year (IRCOCRC = 3,9)"
26293,"Did not use in the past year (IRCOCRC = 3,9)"
26294,"Did not use in the past year (IRCOCRC = 3,9)"
26295,"Did not use in the past year (IRCOCRC = 3,9)"
26296,"Did not use in the past year (IRCOCRC = 3,9)"
26297,"Did not use in the past year (IRCOCRC = 3,9)"
26298,"Did not use in the past year (IRCOCRC = 3,9)"
26299,"Did not use in the past year (IRCOCRC = 3,9)"
26300,"Did not use in the past year (IRCOCRC = 3,9)"
26301,"Did not use in the past year (IRCOCRC = 3,9)"
26302,"Did not use in the past year (IRCOCRC = 3,9)"
26303,"Did not use in the past year (IRCOCRC = 3,9)"
26304,"Did not use in the past year (IRCOCRC = 3,9)"
26305,"Did not use in the past year (IRCOCRC = 3,9)"
26306,"Did not use in the past year (IRCOCRC = 3,9)"
26307,"Did not use in the past year (IRCOCRC = 3,9)"
26308,"Did not use in the past year (IRCOCRC = 3,9)"
26309,"Did not use in the past year (IRCOCRC = 3,9)"
26310,"Did not use in the past year (IRCOCRC = 3,9)"
26311,"Did not use in the past year (IRCOCRC = 3,9)"
26312,"Did not use in the past year (IRCOCRC = 3,9)"
26313,"Did not use in the past year (IRCOCRC = 3,9)"
26314,"Did not use in the past year (IRCOCRC = 3,9)"
26315,"Did not use in the past year (IRCOCRC = 3,9)"
26316,"Did not use in the past year (IRCOCRC = 3,9)"
26317,"Did not use in the past year (IRCOCRC = 3,9)"
26318,"Did not use in the past year (IRCOCRC = 3,9)"
26319,"Did not use in the past year (IRCOCRC = 3,9)"
26320,"Did not use in the past year (IRCOCRC = 3,9)"
26321,"Did not use in the past year (IRCOCRC = 3,9)"
26322,"Did not use in the past year (IRCOCRC = 3,9)"
26323,"Did not use in the past year (IRCOCRC = 3,9)"
26324,"Did not use in the past year (IRCOCRC = 3,9)"
26325,"Did not use in the past year (IRCOCRC = 3,9)"
26326,"Did not use in the past year (IRCOCRC = 3,9)"
26327,"Did not use in the past year (IRCOCRC = 3,9)"
26328,"Used within the past year (IRCOCRC = 1,2)"
26329,"Did not use in the past year (IRCOCRC = 3,9)"
26330,"Did not use in the past year (IRCOCRC = 3,9)"
